"","term","gene","human"
"5571","Genes enriched in enterocytes cluster","Sgpp2","SGPP2"
"5572","Genes enriched in enterocytes cluster","Cblc","CBLC"
"5573","Genes enriched in enterocytes cluster","Tob1","TOB1"
"5574","Genes enriched in enterocytes cluster","Sfxn1","SFXN1"
"5575","Genes enriched in enterocytes cluster","Cdkn1a","CDKN1A"
"5576","Genes enriched in enterocytes cluster","Tm6sf2","TM6SF2"
"5577","Genes enriched in enterocytes cluster","Npc1l1","NPC1L1"
"5578","Genes enriched in enterocytes cluster","Pnrc1","PNRC1"
"5579","Genes enriched in enterocytes cluster",NA,"CYP4F2"
"5580","Genes enriched in enterocytes cluster","Ckb","CKB"
"5581","Genes enriched in enterocytes cluster","Actb","ACTB"
"5582","Genes enriched in enterocytes cluster","Glrx","GLRX"
"5583","Genes enriched in enterocytes cluster","Trim31","TRIM31"
"5584","Genes enriched in enterocytes cluster","Agpat2","AGPAT2"
"5585","Genes enriched in enterocytes cluster","Pnn","PNN"
"5586","Genes enriched in enterocytes cluster","Hnf4a","HNF4A"
"5587","Genes enriched in enterocytes cluster","Letm1","LETM1"
"5588","Genes enriched in enterocytes cluster","Rrbp1","RRBP1"
"5589","Genes enriched in enterocytes cluster",NA,"GGTLC2"
"5590","Genes enriched in enterocytes cluster","Dhcr24","DHCR24"
"5591","Genes enriched in enterocytes cluster","Psmb10","PSMB10"
"5592","Genes enriched in enterocytes cluster","Ifi35","IFI35"
"5593","Genes enriched in enterocytes cluster",NA,"ZNF511-PRAP1"
"5594","Genes enriched in enterocytes cluster","Prap1","PRAP1"
"5595","Genes enriched in enterocytes cluster","Cyb5r3","CYB5R3"
"5596","Genes enriched in enterocytes cluster","Gna13","GNA13"
"5597","Genes enriched in enterocytes cluster","Nostrin","NOSTRIN"
"5598","Genes enriched in enterocytes cluster",NA,"SECTM1"
"5599","Genes enriched in enterocytes cluster","Cdhr2","CDHR2"
"5600","Genes enriched in enterocytes cluster","Hdlbp","HDLBP"
"5601","Genes enriched in enterocytes cluster","Ceacam20","CEACAM20"
"5602","Genes enriched in enterocytes cluster","Fahd1","FAHD1"
"5603","Genes enriched in enterocytes cluster","Sfn","SFN"
"5604","Genes enriched in enterocytes cluster","Mocs2","MOCS2"
"5605","Genes enriched in enterocytes cluster","Dnpep","DNPEP"
"5606","Genes enriched in enterocytes cluster",NA,"CTAGE15"
"5607","Genes enriched in enterocytes cluster","Mia2","MIA2"
"5608","Genes enriched in enterocytes cluster",NA,"CTAGE9"
"5609","Genes enriched in enterocytes cluster",NA,"CTAGE8"
"5610","Genes enriched in enterocytes cluster",NA,"CTAGE4"
"5611","Genes enriched in enterocytes cluster","S100a10","S100A10"
"5612","Genes enriched in enterocytes cluster","Alppl2","ALPP"
"5613","Genes enriched in enterocytes cluster",NA,"ALPG"
"5614","Genes enriched in enterocytes cluster","Alpi","ALPI"
"5615","Genes enriched in enterocytes cluster","Stap2","STAP2"
"5616","Genes enriched in enterocytes cluster","Lct","LCT"
"5617","Genes enriched in enterocytes cluster","Tor1aip2","TOR1AIP2"
"5618","Genes enriched in enterocytes cluster",NA,"CES2"
"5619","Genes enriched in enterocytes cluster",NA,"RAB7A"
"5620","Genes enriched in enterocytes cluster","Ubc","UBC"
"5621","Genes enriched in enterocytes cluster","Slc25a10","SLC25A10"
"5622","Genes enriched in enterocytes cluster","Luzp1","LUZP1"
"5623","Genes enriched in enterocytes cluster","Pdgfa","PDGFA"
"5624","Genes enriched in enterocytes cluster","Fam114a2","FAM114A2"
"5625","Genes enriched in enterocytes cluster","Pet100","PET100"
"5626","Genes enriched in enterocytes cluster","Irf1","IRF1"
"5627","Genes enriched in enterocytes cluster","Rsrp1","RSRP1"
"5628","Genes enriched in enterocytes cluster",NA,"GPX4"
"5629","Genes enriched in enterocytes cluster","Cyb5b","CYB5B"
"5630","Genes enriched in enterocytes cluster","Mark2","MARK2"
"5631","Genes enriched in enterocytes cluster","Erich4","ERICH4"
"5632","Genes enriched in enterocytes cluster","Dsp","DSP"
"5633","Genes enriched in enterocytes cluster","Actr2","ACTR2"
"5634","Genes enriched in enterocytes cluster","Gtf2f1","GTF2F1"
"5635","Genes enriched in enterocytes cluster","Gpa33","GPA33"
"5636","Genes enriched in enterocytes cluster","Tmbim1","TMBIM1"
"5637","Genes enriched in enterocytes cluster","Exoc3l4","EXOC3L4"
"5638","Genes enriched in enterocytes cluster","Cs","CS"
"5639","Genes enriched in enterocytes cluster","Mall","MALL"
"5640","Genes enriched in enterocytes cluster","Efna1","EFNA1"
"5641","Genes enriched in enterocytes cluster","Azin1","AZIN1"
"5642","Genes enriched in enterocytes cluster","Nktr","NKTR"
"5643","Genes enriched in enterocytes cluster","Naprt","NAPRT"
"5644","Genes enriched in enterocytes cluster","Tmc4","TMC4"
"5645","Genes enriched in enterocytes cluster","Nfkbiz","NFKBIZ"
"5646","Genes enriched in enterocytes cluster","Plec","PLEC"
"5647","Genes enriched in enterocytes cluster","Mdh1","MDH1"
"5648","Genes enriched in enterocytes cluster","Dpp4","DPP4"
"5649","Genes enriched in enterocytes cluster","Sult2b1","SULT2B1"
"5650","Genes enriched in enterocytes cluster","Ndufb7","NDUFB7"
"5651","Genes enriched in enterocytes cluster","Clec2d","CLEC2D"
"5652","Genes enriched in enterocytes cluster","Pitpna","PITPNA"
"5653","Genes enriched in enterocytes cluster","Aldh9a1","ALDH9A1"
"5654","Genes enriched in enterocytes cluster","Gapdh","GAPDH"
"5655","Genes enriched in enterocytes cluster","Fuca1","FUCA1"
"5656","Genes enriched in enterocytes cluster","Cmpk1","CMPK1"
"5657","Genes enriched in enterocytes cluster","Lima1","LIMA1"
"5658","Genes enriched in enterocytes cluster","Gsk3b","GSK3B"
"5659","Genes enriched in enterocytes cluster",NA,"CYP3A7-CYP3A51P"
"5660","Genes enriched in enterocytes cluster",NA,"CYP3A43"
"5661","Genes enriched in enterocytes cluster","Cyp3a44","CYP3A4"
"5662","Genes enriched in enterocytes cluster","Mxd1","MXD1"
"5663","Genes enriched in enterocytes cluster","Use1","USE1"
"5664","Genes enriched in enterocytes cluster","Rnpep","RNPEP"
"5665","Genes enriched in enterocytes cluster","Arf6","ARF6"
"5666","Genes enriched in enterocytes cluster","Bpnt1","BPNT1"
"5667","Genes enriched in enterocytes cluster",NA,"HLA-DQB1"
"5668","Genes enriched in enterocytes cluster","Btg2","BTG2"
"5669","Genes enriched in enterocytes cluster","Acadm","ACADM"
"5670","Genes enriched in enterocytes cluster","Gfpt1","GFPT1"
"5671","Genes enriched in enterocytes cluster","Litaf","LITAF"
"5672","Genes enriched in enterocytes cluster","Selenoi","SELENOI"
"5673","Genes enriched in enterocytes cluster","Apoc3","APOC3"
"5674","Genes enriched in enterocytes cluster","Txnrd1","TXNRD1"
"5675","Genes enriched in enterocytes cluster","Ptp4a1","PTP4A1"
"5676","Genes enriched in enterocytes cluster","Atox1","ATOX1"
"5677","Genes enriched in enterocytes cluster","Pkm","PKM"
"5678","Genes enriched in enterocytes cluster","Atp1a1","ATP1A1"
"5679","Genes enriched in enterocytes cluster",NA,"C15orf48"
"5680","Genes enriched in enterocytes cluster","Golga4","GOLGA4"
"5681","Genes enriched in enterocytes cluster","Tradd","TRADD"
"5682","Genes enriched in enterocytes cluster","Ncor1","NCOR1"
"5683","Genes enriched in enterocytes cluster","Myh14","MYH14"
"5684","Genes enriched in enterocytes cluster","Lad1","LAD1"
"5685","Genes enriched in enterocytes cluster","Rab24","RAB24"
"5686","Genes enriched in enterocytes cluster","Atp1b1","ATP1B1"
"5687","Genes enriched in enterocytes cluster","Mme","MME"
"5688","Genes enriched in enterocytes cluster","Lypla2","LYPLA2"
"5689","Genes enriched in enterocytes cluster","Eps8l2","EPS8L2"
"5690","Genes enriched in enterocytes cluster","Gsdmd","GSDMD"
"5691","Genes enriched in enterocytes cluster","Dpep1","DPEP1"
"5692","Genes enriched in enterocytes cluster","Tcf25","TCF25"
"5693","Genes enriched in enterocytes cluster","Map2k2","MAP2K2"
"5694","Genes enriched in enterocytes cluster","Khk","KHK"
"5695","Genes enriched in enterocytes cluster","Hbegf","HBEGF"
"5696","Genes enriched in enterocytes cluster","Ezr","EZR"
"5697","Genes enriched in enterocytes cluster","Ahcyl2","AHCYL2"
"5698","Genes enriched in enterocytes cluster","Tfg","TFG"
"5699","Genes enriched in enterocytes cluster","Pls1","PLS1"
"5700","Genes enriched in enterocytes cluster","Ctss","CTSS"
"5701","Genes enriched in enterocytes cluster",NA,"ACTN4"
"5702","Genes enriched in enterocytes cluster","Pigr","PIGR"
"5703","Genes enriched in enterocytes cluster",NA,"CDK11A"
"5704","Genes enriched in enterocytes cluster","Cdk11b","CDK11B"
"5705","Genes enriched in enterocytes cluster",NA,"GUCY2C"
"5706","Genes enriched in enterocytes cluster","Acox1","ACOX1"
"5707","Genes enriched in enterocytes cluster","Aamdc","AAMDC"
"5708","Genes enriched in enterocytes cluster","Apoa1","APOA1"
"5709","Genes enriched in enterocytes cluster","Lmna","LMNA"
"5710","Genes enriched in enterocytes cluster",NA,"C19orf33"
"5711","Genes enriched in enterocytes cluster","Fabp2","FABP2"
"5712","Genes enriched in enterocytes cluster","Vdr","VDR"
"5713","Genes enriched in enterocytes cluster","Jund","JUND"
"5714","Genes enriched in enterocytes cluster","Coro1c","CORO1C"
"5715","Genes enriched in enterocytes cluster","P4hb","P4HB"
"5716","Genes enriched in enterocytes cluster","Espn","ESPN"
"5717","Genes enriched in enterocytes cluster","Iqgap2","IQGAP2"
"5718","Genes enriched in enterocytes cluster","Myo15b","MYO15B"
"5719","Genes enriched in enterocytes cluster","Krt8","KRT8"
"5720","Genes enriched in enterocytes cluster","Pafah1b1","PAFAH1B1"
"5721","Genes enriched in enterocytes cluster","Cdc42ep5","CDC42EP5"
"5722","Genes enriched in enterocytes cluster","Myo7b","MYO7B"
"5723","Genes enriched in enterocytes cluster","Gpd2","GPD2"
"5724","Genes enriched in enterocytes cluster","Gnb1","GNB1"
"5725","Genes enriched in enterocytes cluster","Por","POR"
"5726","Genes enriched in enterocytes cluster","Spint1","SPINT1"
"5727","Genes enriched in enterocytes cluster","Ccnl1","CCNL1"
"5728","Genes enriched in enterocytes cluster","Ace","ACE"
"5729","Genes enriched in enterocytes cluster","Tpm3-rs7","TPM3"
"5730","Genes enriched in enterocytes cluster",NA,"CYP4V2"
"5731","Genes enriched in enterocytes cluster","Ccnl2","CCNL2"
"5732","Genes enriched in enterocytes cluster","Marveld3","MARVELD3"
"5733","Genes enriched in enterocytes cluster","Krt20","KRT20"
"5734","Genes enriched in enterocytes cluster",NA,"CHMP2A"
"5735","Genes enriched in enterocytes cluster","Adipor1","ADIPOR1"
"5736","Genes enriched in enterocytes cluster","Rhoc","RHOC"
"5737","Genes enriched in enterocytes cluster","Apoa4","APOA4"
"5738","Genes enriched in enterocytes cluster","Vil1","VIL1"
"5739","Genes enriched in enterocytes cluster","Atp2b1","ATP2B1"
"5740","Genes enriched in enterocytes cluster","Cgref1","CGREF1"
"5741","Genes enriched in enterocytes cluster","Gtf2b","GTF2B"
"5742","Genes enriched in enterocytes cluster","Arcn1","ARCN1"
"5743","Genes enriched in enterocytes cluster","Tpgs1","TPGS1"
"5744","Genes enriched in enterocytes cluster","Pcyt2","PCYT2"
"5745","Genes enriched in enterocytes cluster","Lpgat1","LPGAT1"
"5746","Genes enriched in enterocytes cluster","Tmem183a","TMEM183A"
"5747","Genes enriched in enterocytes cluster","Tmem120a","TMEM120A"
"5748","Genes enriched in enterocytes cluster","Eps8l3","EPS8L3"
"5749","Genes enriched in enterocytes cluster","Rnf186","RNF186"
"5750","Genes enriched in enterocytes cluster","Ush1c","USH1C"
"5751","Genes enriched in enterocytes cluster","Copz1","COPZ1"
"5752","Genes enriched in enterocytes cluster","Nectin2","NECTIN2"
"5753","Genes enriched in enterocytes cluster","Tmem37","TMEM37"
"5754","Genes enriched in enterocytes cluster","Mpnd","MPND"
"5755","Genes enriched in enterocytes cluster",NA,"TGOLN2"
"5756","Genes enriched in enterocytes cluster","Lars2","LARS2"
"5757","Genes enriched in enterocytes cluster","Epn1","EPN1"
"5758","Genes enriched in enterocytes cluster","Muc13","MUC13"
"5759","Genes enriched in enterocytes cluster","Cideb","CIDEB"
"5760","Genes enriched in enterocytes cluster","Sbds","SBDS"
"5761","Genes enriched in enterocytes cluster","Ddx5","DDX5"
"5762","Genes enriched in enterocytes cluster","Arhgdia","ARHGDIA"
"5763","Genes enriched in enterocytes cluster","Creb3l3","CREB3L3"
"5764","Genes enriched in enterocytes cluster","Cda","CDA"
"5765","Genes enriched in enterocytes cluster","Mvp","MVP"
"5766","Genes enriched in enterocytes cluster","Calml4","CALML4"
"5767","Genes enriched in enterocytes cluster",NA,"ACAA1"
"5768","Genes enriched in enterocytes cluster","Cox17","COX17"
"5769","Genes enriched in enterocytes cluster","Tmem45b","TMEM45B"
"5770","Genes enriched in enterocytes cluster","Casp8","CASP8"
"5771","Genes enriched in enterocytes cluster","Slc26a6","SLC26A6"
"5772","Genes enriched in enterocytes cluster","Rock2","ROCK2"
"5773","Genes enriched in enterocytes cluster","Chmp4c","CHMP4C"
"5774","Genes enriched in enterocytes cluster","Txnip","TXNIP"
"5775","Genes enriched in enterocytes cluster","Efhd2","EFHD2"
"5776","Genes enriched in enterocytes cluster",NA,"C11orf86"
"5777","Genes enriched in enterocytes cluster","Spink1","SPINK1"
"5778","Genes enriched in enterocytes cluster","Copb2","COPB2"
"5779","Genes enriched in enterocytes cluster","Arf1","ARF1"
"5780","Genes enriched in enterocytes cluster","Vamp8","VAMP8"
"5781","Genes enriched in enterocytes cluster",NA,"IFT20"
"5782","Genes enriched in enterocytes cluster","Afdn","AFDN"
"5783","Genes enriched in enterocytes cluster","St14","ST14"
"5784","Genes enriched in enterocytes cluster","Nsd1","NSD1"
"5785","Genes enriched in enterocytes cluster","B2m","B2M"
"5786","Genes enriched in enterocytes cluster","Plekhb2","PLEKHB2"
"5787","Genes enriched in enterocytes cluster","Dnajb1","DNAJB1"
"5788","Genes enriched in enterocytes cluster",NA,"MUC17"
"5789","Genes enriched in enterocytes cluster","Hmg20b","HMG20B"
"5790","Genes enriched in enterocytes cluster","Idh1","IDH1"
"5791","Genes enriched in enterocytes cluster","Cd74","CD74"
"5792","Genes enriched in enterocytes cluster","Chp2","CHP2"
"5793","Genes enriched in enterocytes cluster","Mier1","MIER1"
"5794","Genes enriched in enterocytes cluster","Copa","COPA"
"5795","Genes enriched in enterocytes cluster",NA,"ABHD17A"
"5796","Genes enriched in enterocytes cluster","Tax1bp1","TAX1BP1"
"5797","Genes enriched in enterocytes cluster","Sephs2","SEPHS2"
"5798","Genes enriched in enterocytes cluster","Rbp2","RBP2"
"5799","Genes enriched in enterocytes cluster","Ahcyl1","AHCYL1"
"5800","Genes enriched in enterocytes cluster","Tpd52","TPD52"
"5801","Genes enriched in enterocytes cluster","Ogdh","OGDH"
"5802","Genes enriched in enterocytes cluster","Dapk3","DAPK3"
"5803","Genes enriched in enterocytes cluster","Prpf4b","PRPF4B"
"5804","Genes enriched in enterocytes cluster","Cystm1","CYSTM1"
"5805","Genes enriched in enterocytes cluster","Fam98c","FAM98C"
"5806","Genes enriched in enterocytes cluster","Cast","CAST"
"5807","Genes enriched in enterocytes cluster","Id2","ID2"
"5808","ISC-marker genes (Haber et al., 2017)","App","APP"
"5809","ISC-marker genes (Haber et al., 2017)","Ccdc3","CCDC3"
"5810","ISC-marker genes (Haber et al., 2017)","Sdc4","SDC4"
"5811","ISC-marker genes (Haber et al., 2017)","Znrf3","ZNRF3"
"5812","ISC-marker genes (Haber et al., 2017)","Phlpp1","PHLPP1"
"5813","ISC-marker genes (Haber et al., 2017)","Pcdh8","PCDH8"
"5814","ISC-marker genes (Haber et al., 2017)","Pdxk","PDXK"
"5815","ISC-marker genes (Haber et al., 2017)","Tgif1","TGIF1"
"5816","ISC-marker genes (Haber et al., 2017)","Clic6","CLIC6"
"5817","ISC-marker genes (Haber et al., 2017)","Olfm4","OLFM4"
"5818","ISC-marker genes (Haber et al., 2017)",NA,"ZNF341"
"5819","ISC-marker genes (Haber et al., 2017)","Rin2","RIN2"
"5820","ISC-marker genes (Haber et al., 2017)","Slc27a2","SLC27A2"
"5821","ISC-marker genes (Haber et al., 2017)",NA,"CA12"
"5822","ISC-marker genes (Haber et al., 2017)","Sesn3","SESN3"
"5823","ISC-marker genes (Haber et al., 2017)","Aqp4","AQP4"
"5824","ISC-marker genes (Haber et al., 2017)","Tnfrsf19","TNFRSF19"
"5825","ISC-marker genes (Haber et al., 2017)","Tns3","TNS3"
"5826","ISC-marker genes (Haber et al., 2017)","Sh3rf1","SH3RF1"
"5827","ISC-marker genes (Haber et al., 2017)","Fam13a","FAM13A"
"5828","ISC-marker genes (Haber et al., 2017)","Grb7","GRB7"
"5829","ISC-marker genes (Haber et al., 2017)","Lrp4","LRP4"
"5830","ISC-marker genes (Haber et al., 2017)","Yap1","YAP1"
"5831","ISC-marker genes (Haber et al., 2017)","Prss23","PRSS23"
"5832","ISC-marker genes (Haber et al., 2017)","Agr3","AGR3"
"5833","ISC-marker genes (Haber et al., 2017)","Lcp1","LCP1"
"5834","ISC-marker genes (Haber et al., 2017)","Kcnq1","KCNQ1"
"5835","ISC-marker genes (Haber et al., 2017)","Igfbp4","IGFBP4"
"5836","ISC-marker genes (Haber et al., 2017)","Etv6","ETV6"
"5837","ISC-marker genes (Haber et al., 2017)","Cdo1","CDO1"
"5838","ISC-marker genes (Haber et al., 2017)","Shisa2","SHISA2"
"5839","ISC-marker genes (Haber et al., 2017)","Lgr5","LGR5"
"5840","ISC-marker genes (Haber et al., 2017)","Aqp1","AQP1"
"5841","ISC-marker genes (Haber et al., 2017)",NA,"ZFP36L1"
"5842","ISC-marker genes (Haber et al., 2017)","Lancl1","LANCL1"
"5843","ISC-marker genes (Haber et al., 2017)","Arid5b","ARID5B"
"5844","ISC-marker genes (Haber et al., 2017)","Nap1l1","NAP1L1"
"5845","ISC-marker genes (Haber et al., 2017)","Nfib","NFIB"
"5846","ISC-marker genes (Haber et al., 2017)","Nfia","NFIA"
"5847","ISC-marker genes (Haber et al., 2017)","Fstl1","FSTL1"
"5848","ISC-marker genes (Haber et al., 2017)","Cdk6","CDK6"
"5849","ISC-marker genes (Haber et al., 2017)",NA,"HLA-DQB2"
"5850","ISC-marker genes (Haber et al., 2017)","Rgmb","RGMB"
"5851","ISC-marker genes (Haber et al., 2017)","Dtx4","DTX4"
"5852","ISC-marker genes (Haber et al., 2017)","Slc28a2","SLC28A2"
"5853","ISC-marker genes (Haber et al., 2017)",NA,"PLS3"
"5854","ISC-marker genes (Haber et al., 2017)","Scn2b","SCN2B"
"5855","ISC-marker genes (Haber et al., 2017)","Sorbs2","SORBS2"
"5856","ISC-marker genes (Haber et al., 2017)","Slc12a2","SLC12A2"
"5857","ISC-marker genes (Haber et al., 2017)","Slc1a2","SLC1A2"
"5858","ISC-marker genes (Haber et al., 2017)","Myo9a","MYO9A"
"5859","ISC-marker genes (Haber et al., 2017)","Cd81","CD81"
"5860","ISC-marker genes (Haber et al., 2017)","Tifa","TIFA"
"5861","ISC-marker genes (Haber et al., 2017)","Nrn1","NRN1"
"5862","ISC-marker genes (Haber et al., 2017)","Sipa1l1","SIPA1L1"
"5863","ISC-marker genes (Haber et al., 2017)","Wee1","WEE1"
"5864","ISC-marker genes (Haber et al., 2017)","Cdca7l","CDCA7"
"5865","ISC-marker genes (Haber et al., 2017)","Afap1l1","AFAP1L1"
